co,no,no2,o3,so2,pm2_5,pm10,nh3,name,latitude,longitude,temperature,humidity,wind_speed,roads_count,industrial_count,agriculture_count,dumps_count,timestamp,hour,day_of_week,month
0.6906388979281919,0.026385224274406337,0.03978052126200274,0.7933395004625348,0.3254626675175495,0.6456939254366905,0.6732696523645474,0.0,Delhi,28.6139,77.209,0.7121879588839941,0.1969696969696969,0.0,0.28189202102245575,0.0,0.0,0.0,2025-10-20 07:48:33,0.0,0.0,0.0
0.9603355389232384,0.026385224274406337,0.02743484224965706,0.6948504471168673,0.4396936821952776,1.0,0.9999999999999999,0.044088176352705406,Mumbai,19.076,72.8777,1.0000000000000004,0.1969696969696969,0.6253041362530415,0.01990762860328077,0.6451612903225806,1.0,0.0,2025-10-20 07:48:22,0.0,0.0,0.0
0.37979535018259397,1.0,1.0,0.0,0.0,0.0,0.013466958972752893,0.32064128256513025,Bengaluru,12.9716,77.5946,0.06020558002936882,0.5454545454545454,0.7518248175182483,1.0,0.4838709677419355,0.0,0.0,2025-10-20 07:45:11,0.0,0.0,0.0
1.0000000000000002,0.029023746701846966,0.16323731138545952,1.0,1.0,0.8532197792647953,0.8187441277795177,0.40881763527054105,Kolkata,22.5726,88.3639,0.841409691629956,0.33333333333333326,0.7518248175182483,0.23682114986462816,1.0,0.0,0.0,2025-10-20 07:51:18,0.0,0.0,0.0
0.25237733665979684,0.28232189973614774,0.9272976680384089,0.0010484119642306389,0.06573069559668154,0.0072999044060137255,0.009943626683369879,0.10220440881763526,Chennai,13.0827,80.2707,0.0,1.0,0.6253041362530415,0.20146520146520147,0.45161290322580644,0.0,1.0,2025-10-20 07:52:33,0.0,0.0,0.0
0.0,0.15567282321899736,0.23182441700960219,0.08122109158186866,0.21633694958519464,0.0002607108716433451,0.0,0.09619238476953906,Hyderabad,17.385,78.4867,0.14831130690161531,0.4696969696969697,1.0,0.32345914954610605,0.03225806451612903,0.5,0.0,2025-10-20 07:52:34,0.0,0.0,0.0
0.7603861590194168,0.0,0.28532235939643347,0.43552266419981506,0.04148053605615826,0.6297036586425653,0.6159567804572502,0.9999999999999999,Pune,18.5204,73.8567,0.7415565345080766,0.18181818181818177,0.9562043795620438,0.40165631469979296,0.16129032258064516,0.5,0.0,2025-10-20 07:52:35,0.0,0.0,0.0
0.3898832122066746,0.0474934036939314,0.1179698216735254,0.7969164353993219,0.870453095086152,0.41852785261145387,0.46085186345129975,0.0,Ahmedabad,23.0225,72.5714,0.8516886930983856,0.12121212121212122,0.3746958637469586,0.14636088549132026,0.22580645161290322,0.0,0.0,2025-10-20 07:52:37,0.0,0.0,0.0
0.3086741150522471,0.036939313984168866,0.05349794238683128,0.8086339808818994,0.6841097638800255,0.45798209785348043,0.47220482305042283,0.0,Jaipur,26.9124,75.7873,0.36270190895741594,0.0,0.25060827250608275,0.16738334129638477,0.06451612903225806,0.0,0.0,2025-10-20 07:52:38,0.0,0.0,0.0
0.6186498897205048,0.01846965699208443,0.0,0.8113475177304965,0.4499042756860243,0.680542278613018,0.6688067647979956,0.0,Lucknow,26.8467,80.9462,0.5624082232011749,0.2727272727272727,0.3746958637469586,0.0,0.0967741935483871,0.5,0.0,2025-10-20 07:52:39,0.0,0.0,0.0
